review_id,text,sentiment,genre,rating,reviewer_age,review_date,helpful_votes
MOVIE_0134,Poor production values and uninspired performances throughout.,Negative,Sci-Fi,1.3,39,2025-08-29,39
MOVIE_0135,Boring storyline with unconvincing performances from the entire cast.,Negative,Documentary,2.0,40,2025-07-05,14
MOVIE_0136,Awful film with no redeeming qualities whatsoever.,Negative,Sci-Fi,2.0,24,2025-11-17,38
MOVIE_0137,Poor production values and uninspired performances throughout.,Negative,Horror,1.3,27,2025-10-22,80
MOVIE_0138,Boring storyline with unconvincing performances from the entire cast.,Negative,Action,1.1,56,2025-09-05,45
MOVIE_0139,One of the worst movies I've ever seen. Completely disappointing.,Negative,Sci-Fi,2.2,19,2025-12-09,46
MOVIE_0140,Poor production values and uninspired performances throughout.,Negative,Drama,1.5,50,2025-07-10,80
MOVIE_0141,Poorly written script with terrible direction and editing.,Negative,Romance,2.3,40,2025-11-13,69
MOVIE_0142,Terrible plot with poor acting and disappointing special effects.,Negative,Documentary,1.9,24,2025-12-19,16
MOVIE_0143,Complete waste of time and money. Avoid this movie at all costs.,Negative,Sci-Fi,1.0,21,2025-08-29,63
MOVIE_0144,Terrible plot with poor acting and disappointing special effects.,Negative,Horror,1.7,29,2025-11-30,43
MOVIE_0145,Disappointing sequel that ruins the legacy of the original.,Negative,Romance,1.3,42,2025-12-14,23
MOVIE_0146,Completely overrated film that fails to deliver on its promises.,Negative,Sci-Fi,1.4,58,2025-08-24,74
MOVIE_0147,Awful film with no redeeming qualities whatsoever.,Negative,Romance,2.1,31,2025-07-07,51
MOVIE_0148,Complete waste of time and money. Avoid this movie at all costs.,Negative,Sci-Fi,1.4,44,2025-12-20,79
MOVIE_0149,Poorly written script with terrible direction and editing.,Negative,Romance,1.5,43,2025-10-16,35
MOVIE_0150,Disappointing sequel that ruins the legacy of the original.,Negative,Drama,2.2,58,2025-07-28,28
MOVIE_0151,Complete waste of time and money. Avoid this movie at all costs.,Negative,Horror,1.9,21,2025-10-17,57
MOVIE_0152,Poorly written script with terrible direction and editing.,Negative,Horror,1.9,60,2025-10-10,94
MOVIE_0153,Boring storyline with unconvincing performances from the entire cast.,Negative,Drama,1.3,57,2025-12-13,71
MOVIE_0154,Awful film with no redeeming qualities whatsoever.,Negative,Comedy,1.4,32,2025-07-24,60
MOVIE_0155,Awful film with no redeeming qualities whatsoever.,Negative,Romance,1.3,62,2025-11-23,74
MOVIE_0156,Awful film with no redeeming qualities whatsoever.,Negative,Horror,2.0,39,2025-07-24,73
MOVIE_0157,Terrible acting and a plot that makes absolutely no sense.,Negative,Thriller,1.7,37,2025-10-03,92
MOVIE_0158,One of the worst movies I've ever seen. Completely disappointing.,Negative,Comedy,1.1,52,2025-12-11,36
MOVIE_0159,Awful film with no redeeming qualities whatsoever.,Negative,Drama,2.5,44,2025-10-11,80
MOVIE_0160,One of the worst movies I've ever seen. Completely disappointing.,Negative,Action,2.1,61,2025-07-23,65
MOVIE_0161,Awful film with no redeeming qualities whatsoever.,Negative,Documentary,1.6,65,2025-08-27,26
MOVIE_0162,Poor production values and uninspired performances throughout.,Negative,Horror,2.5,57,2025-12-01,4
MOVIE_0163,Terrible plot with poor acting and disappointing special effects.,Negative,Horror,2.5,47,2025-08-09,0
MOVIE_0164,Poorly written script with terrible direction and editing.,Negative,Sci-Fi,1.2,34,2025-08-19,33
MOVIE_0165,Poor production values and uninspired performances throughout.,Negative,Action,2.2,59,2025-07-15,94
MOVIE_0166,Completely overrated film that fails to deliver on its promises.,Negative,Action,1.5,34,2025-10-24,84
MOVIE_0167,Poor production values and uninspired performances throughout.,Negative,Horror,2.3,26,2025-08-13,52
MOVIE_0168,Terrible plot with poor acting and disappointing special effects.,Negative,Horror,1.7,32,2025-09-11,10
MOVIE_0169,Poorly written script with terrible direction and editing.,Negative,Horror,1.5,26,2025-07-09,68
MOVIE_0170,Poor production values and uninspired performances throughout.,Negative,Thriller,2.1,26,2025-11-14,37
MOVIE_0171,Poorly written script with terrible direction and editing.,Negative,Sci-Fi,1.8,34,2025-11-18,34
MOVIE_0172,Poorly written script with terrible direction and editing.,Negative,Drama,1.4,40,2025-08-30,56
MOVIE_0173,Poor production values and uninspired performances throughout.,Negative,Comedy,1.1,59,2025-10-25,33
MOVIE_0174,Disappointing sequel that ruins the legacy of the original.,Negative,Sci-Fi,1.9,46,2025-10-08,41
MOVIE_0175,Poorly written script with terrible direction and editing.,Negative,Horror,1.9,31,2025-08-21,59
MOVIE_0176,Watchable movie though not particularly memorable or outstanding.,Neutral,Drama,3.0,59,2025-11-02,82
MOVIE_0177,Fair film that entertains but doesn't leave a lasting impression.,Neutral,Romance,3.0,22,2025-08-28,1
MOVIE_0178,Decent movie with some good moments but nothing exceptional.,Neutral,Romance,2.6,56,2025-11-03,89
MOVIE_0179,Decent entertainment value though somewhat predictable storyline.,Neutral,Action,3.2,30,2025-11-11,13
MOVIE_0180,Decent entertainment value though somewhat predictable storyline.,Neutral,Comedy,3.0,53,2025-11-10,99
MOVIE_0181,Fair film with some good elements but also some weaknesses.,Neutral,Sci-Fi,3.2,30,2025-11-14,89
MOVIE_0182,Okay movie that serves its purpose but lacks wow factor.,Neutral,Horror,2.7,37,2025-11-06,98
MOVIE_0183,Decent entertainment value though somewhat predictable storyline.,Neutral,Action,3.4,37,2025-11-23,23
MOVIE_0184,Watchable movie though not particularly memorable or outstanding.,Neutral,Horror,2.9,63,2025-09-28,82
MOVIE_0185,Standard movie that meets basic expectations without exceeding them.,Neutral,Sci-Fi,2.6,38,2025-10-14,58
MOVIE_0186,"It's okay, has its moments but overall pretty average.",Neutral,Drama,2.7,64,2025-08-29,43
MOVIE_0187,Fair film that entertains but doesn't leave a lasting impression.,Neutral,Romance,2.9,23,2025-10-27,51
MOVIE_0188,It's fine for a casual watch but nothing to get excited about.,Neutral,Action,2.7,37,2025-11-24,0
MOVIE_0189,Standard movie that meets basic expectations without exceeding them.,Neutral,Drama,3.3,19,2025-11-26,55
MOVIE_0190,Average film with standard plot and acceptable performances.,Neutral,Comedy,2.9,19,2025-07-04,86
MOVIE_0191,Watchable movie though not particularly memorable or outstanding.,Neutral,Documentary,2.6,63,2025-09-22,44
MOVIE_0192,Decent movie with some good moments but nothing exceptional.,Neutral,Thriller,3.2,44,2025-10-31,53
MOVIE_0193,Decent entertainment value though somewhat predictable storyline.,Neutral,Documentary,3.2,53,2025-09-08,55
MOVIE_0194,Decent movie with some good moments but nothing exceptional.,Neutral,Comedy,3.4,59,2025-08-22,5
MOVIE_0195,Decent entertainment value though somewhat predictable storyline.,Neutral,Action,3.1,38,2025-11-10,17
MOVIE_0196,Watchable movie though not particularly memorable or outstanding.,Neutral,Sci-Fi,3.1,58,2025-12-27,70
MOVIE_0197,Decent entertainment value though somewhat predictable storyline.,Neutral,Thriller,3.2,24,2025-09-26,49
MOVIE_0198,Okay movie that serves its purpose but lacks wow factor.,Neutral,Romance,2.8,55,2025-08-18,97
MOVIE_0199,Watchable movie though not particularly memorable or outstanding.,Neutral,Sci-Fi,2.8,42,2025-08-31,90
MOVIE_0200,Average film with standard plot and acceptable performances.,Neutral,Comedy,2.7,52,2025-09-17,41
MOVIE_0201,It's fine for a casual watch but nothing to get excited about.,Neutral,Thriller,3.3,22,2025-07-26,75
MOVIE_0202,Fair film that entertains but doesn't leave a lasting impression.,Neutral,Sci-Fi,2.6,24,2025-10-19,8
MOVIE_0203,"It's okay, has its moments but overall pretty average.",Neutral,Sci-Fi,2.6,56,2025-08-31,79
MOVIE_0204,Fair film that entertains but doesn't leave a lasting impression.,Neutral,Sci-Fi,2.7,43,2025-11-17,70
MOVIE_0205,Average film with standard plot and acceptable performances.,Neutral,Thriller,2.5,35,2025-10-21,47
MOVIE_0206,Average film with standard plot and acceptable performances.,Neutral,Romance,2.7,38,2025-07-28,8
MOVIE_0207,Standard movie that meets basic expectations without exceeding them.,Neutral,Comedy,3.0,64,2025-12-19,95
MOVIE_0208,Fair film with some good elements but also some weaknesses.,Neutral,Sci-Fi,3.4,35,2025-12-04,43
MOVIE_0209,Standard movie that meets basic expectations without exceeding them.,Neutral,Horror,3.1,31,2025-08-10,25
MOVIE_0210,It's fine for a casual watch but nothing to get excited about.,Neutral,Comedy,2.8,28,2025-11-12,34
MOVIE_0211,Decent movie with some good moments but nothing exceptional.,Neutral,Horror,3.2,51,2025-08-23,69
MOVIE_0212,"It's okay, has its moments but overall pretty average.",Neutral,Romance,2.7,18,2025-09-28,57
MOVIE_0213,Average film with standard plot and acceptable performances.,Neutral,Sci-Fi,3.4,60,2025-11-24,26
MOVIE_0214,Okay movie that serves its purpose but lacks wow factor.,Neutral,Comedy,3.5,37,2025-08-08,26
MOVIE_0215,Okay movie that serves its purpose but lacks wow factor.,Neutral,Comedy,3.5,24,2025-12-21,88
MOVIE_0216,Decent entertainment value though somewhat predictable storyline.,Neutral,Thriller,3.0,34,2025-08-19,75
MOVIE_0217,It's fine for a casual watch but nothing to get excited about.,Neutral,Thriller,2.9,19,2025-10-07,87
MOVIE_0218,Okay movie that serves its purpose but lacks wow factor.,Neutral,Sci-Fi,3.4,33,2025-11-02,24
MOVIE_0219,"It's okay, has its moments but overall pretty average.",Neutral,Action,2.6,44,2025-10-20,90
MOVIE_0220,Fair film that entertains but doesn't leave a lasting impression.,Neutral,Drama,3.2,46,2025-08-12,32
MOVIE_0221,Decent movie with some good moments but nothing exceptional.,Neutral,Drama,2.7,52,2025-10-25,6
MOVIE_0222,Fair film that entertains but doesn't leave a lasting impression.,Neutral,Horror,2.5,29,2025-12-11,98
MOVIE_0223,Watchable movie though not particularly memorable or outstanding.,Neutral,Documentary,3.1,50,2025-11-22,69
MOVIE_0224,Fair film with some good elements but also some weaknesses.,Neutral,Horror,3.3,56,2025-09-05,64
MOVIE_0225,Fair film with some good elements but also some weaknesses.,Neutral,Documentary,2.8,38,2025-11-25,100
MOVIE_0226,Decent movie with some good moments but nothing exceptional.,Neutral,Horror,3.2,42,2025-08-03,39
MOVIE_0227,Watchable movie though not particularly memorable or outstanding.,Neutral,Horror,2.9,29,2025-10-31,72
MOVIE_0228,It's fine for a casual watch but nothing to get excited about.,Neutral,Comedy,3.0,60,2025-12-16,97
MOVIE_0229,Standard movie that meets basic expectations without exceeding them.,Neutral,Documentary,2.8,24,2025-10-25,62
MOVIE_0230,Decent entertainment value though somewhat predictable storyline.,Neutral,Romance,2.8,24,2025-12-28,6
MOVIE_0231,Watchable movie though not particularly memorable or outstanding.,Neutral,Horror,2.8,18,2025-09-24,43
MOVIE_0232,Watchable movie though not particularly memorable or outstanding.,Neutral,Documentary,3.4,58,2025-09-21,66
MOVIE_0233,"It's okay, has its moments but overall pretty average.",Neutral,Romance,2.9,26,2025-07-31,58
MOVIE_0234,Fair film that entertains but doesn't leave a lasting impression.,Neutral,Thriller,2.8,20,2025-08-18,81
MOVIE_0235,Watchable movie though not particularly memorable or outstanding.,Neutral,Drama,3.5,33,2025-11-09,25
MOVIE_0236,It's fine for a casual watch but nothing to get excited about.,Neutral,Romance,3.2,58,2025-10-19,76
MOVIE_0237,Okay movie that serves its purpose but lacks wow factor.,Neutral,Thriller,3.3,25,2025-08-05,81
MOVIE_0238,Watchable movie though not particularly memorable or outstanding.,Neutral,Horror,2.5,26,2025-11-07,20
MOVIE_0239,Watchable movie though not particularly memorable or outstanding.,Neutral,Romance,2.8,51,2025-08-28,49
MOVIE_0240,Watchable movie though not particularly memorable or outstanding.,Neutral,Action,3.4,65,2025-12-09,89
MOVIE_0241,Okay movie that serves its purpose but lacks wow factor.,Neutral,Horror,3.2,46,2025-08-13,32
MOVIE_0242,Fair film that entertains but doesn't leave a lasting impression.,Neutral,Horror,2.8,26,2025-07-18,72
MOVIE_0243,Fair film that entertains but doesn't leave a lasting impression.,Neutral,Thriller,2.7,44,2025-10-08,86
MOVIE_0244,Average film with standard plot and acceptable performances.,Neutral,Documentary,2.6,65,2025-08-12,1
MOVIE_0245,"It's okay, has its moments but overall pretty average.",Neutral,Drama,3.2,27,2025-10-10,64
MOVIE_0246,Okay movie that serves its purpose but lacks wow factor.,Neutral,Comedy,2.6,27,2025-10-13,38
MOVIE_0247,"It's okay, has its moments but overall pretty average.",Neutral,Romance,3.2,29,2025-09-11,9
MOVIE_0248,"It's okay, has its moments but overall pretty average.",Neutral,Sci-Fi,3.2,37,2025-10-13,21
MOVIE_0249,"It's okay, has its moments but overall pretty average.",Neutral,Thriller,3.4,39,2025-08-18,32
MOVIE_0250,"It's okay, has its moments but overall pretty average.",Neutral,Thriller,2.9,46,2025-09-11,88
